"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,457000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,429000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,436000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,443000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,458000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,488000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,508000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,520000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,533000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,599000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,595000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,650000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,802000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,973000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,922000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,890000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,973000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,1128000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,1148000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,1238000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1243000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,1178000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,1235000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,1526000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,1522000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,1444000000,,
"FIN","Finland","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,1375000000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,10805267014.863,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,10947662218.866,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,10819524890.238,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,10532081863.673,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,10275291050.547,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,10940364408.677,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,10920413959.837,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,10345177749.354,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,10990928003.536,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,11526363521.814,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,12402058253.343,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,12915322776.549,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,13883209568.4,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,14036319131.071,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,14277760989.6,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,14497093953,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,12604291274,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,13173701531.474,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,12866158552,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,10807203024,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,10011226322,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,9216000000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,9080000000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,9883630000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,10413000000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,9630572000,,
"FRA","France","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,10153386000,"P","Provisional value"
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","MKD","Denar","0","Units",,,12509000000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","MKD","Denar","0","Units",,,10733000000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","MKD","Denar","0","Units",,,5373000000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","MKD","Denar","0","Units",,,7675000000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","MKD","Denar","0","Units",,,4162232000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","MKD","Denar","0","Units",,,4147811000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","MKD","Denar","0","Units",,,3732172000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","MKD","Denar","0","Units",,,4387158000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","MKD","Denar","0","Units",,,6563198000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","MKD","Denar","0","Units",,,3669439600,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","MKD","Denar","0","Units",,,3990728800,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","MKD","Denar","0","Units",,,3664148800,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","MKD","Denar","0","Units",,,4648805600,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","MKD","Denar","0","Units",,,5570378400,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","MKD","Denar","0","Units",,,6362834600,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","MKD","Denar","0","Units",,,5141842200,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","MKD","Denar","0","Units",,,6392001600,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","MKD","Denar","0","Units",,,4337147474.5907,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","MKD","Denar","0","Units",,,5390272000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","MKD","Denar","0","Units",,,10739602000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","MKD","Denar","0","Units",,,10246997000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","MKD","Denar","0","Units",,,14082951000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","MKD","Denar","0","Units",,,12011005000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","MKD","Denar","0","Units",,,9120210000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","MKD","Denar","0","Units",,,14286044000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","MKD","Denar","0","Units",,,10158991000,,
"MKD","North Macedonia","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","MKD","Denar","0","Units",,,11811645000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","GEL","Lari","0","Units",,,32000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","GEL","Lari","0","Units",,,61000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","GEL","Lari","0","Units",,,88000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","GEL","Lari","0","Units",,,100000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","GEL","Lari","0","Units",,,95000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","GEL","Lari","0","Units",,,141000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","GEL","Lari","0","Units",,,203000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","GEL","Lari","0","Units",,,280000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","GEL","Lari","0","Units",,,272000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","GEL","Lari","0","Units",,,509190000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","GEL","Lari","0","Units",,,549874900,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","GEL","Lari","0","Units",,,580842400,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","GEL","Lari","0","Units",,,376670400,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","GEL","Lari","0","Units",,,522990200,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","GEL","Lari","0","Units",,,526434100,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","GEL","Lari","0","Units",,,488395600,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","GEL","Lari","0","Units",,,529797200,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","GEL","Lari","0","Units",,,873000000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","GEL","Lari","0","Units",,,1204300000,,
"GEO","Georgia","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","GEL","Lari","0","Units",,,1395800000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,10216000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,11126000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,10916000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,10850000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,11146000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,11967000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,11558000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,11595000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,10790000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,10710000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,10200000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,10730000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,10845000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,11410000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,12620000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,12250000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,12290000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,11120000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,11390000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,11810000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,11430000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,12090000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,13520000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,15810000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,16750000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,17090000000,,
"DEU","Germany","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,16450000000,"P","Provisional value"
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,1402000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,1604000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,1692000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,1636000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,1507000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,1080000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,1392000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,1516000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,1760000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,1791000000,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,1155277008.175,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,1132486646.3195,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,994576029.75317,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,2036552990.5443,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,1543220320.1235,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1348729715.0273,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,2187037728.3639,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,3894932795.1378,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2158003343.792,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,740871728.86949,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,780984404.20618,,
"GRC","Greece","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,730716966.23268,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","HUF","Forint","0","Units",,,21574000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","HUF","Forint","0","Units",,,23800000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","HUF","Forint","0","Units",,,63300000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","HUF","Forint","0","Units",,,67400000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","HUF","Forint","0","Units",,,52700000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","HUF","Forint","0","Units",,,45925000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","HUF","Forint","0","Units",,,60800000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","HUF","Forint","0","Units",,,68900000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","HUF","Forint","0","Units",,,61526000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","HUF","Forint","0","Units",,,359208000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","HUF","Forint","0","Units",,,422457000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","HUF","Forint","0","Units",,,154172000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","HUF","Forint","0","Units",,,162334000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","HUF","Forint","0","Units",,,246170000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","HUF","Forint","0","Units",,,439116000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","HUF","Forint","0","Units",,,231344000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","HUF","Forint","0","Units",,,83241000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","HUF","Forint","0","Units",,,44166000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","HUF","Forint","0","Units",,,118946000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","HUF","Forint","0","Units",,,382307000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","HUF","Forint","0","Units",,,386652000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","HUF","Forint","0","Units",,,250023000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","HUF","Forint","0","Units",,,395987000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","HUF","Forint","0","Units",,,567608591000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","HUF","Forint","0","Units",,,744319000000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","HUF","Forint","0","Units",,,639271218000,,
"HUN","Hungary","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","HUF","Forint","0","Units",,,679027989000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","ISK","Iceland Krona","0","Units",,,6320000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","ISK","Iceland Krona","0","Units",,,5842000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","ISK","Iceland Krona","0","Units",,,6549000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","ISK","Iceland Krona","0","Units",,,11134000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","ISK","Iceland Krona","0","Units",,,8470000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","ISK","Iceland Krona","0","Units",,,9388000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","ISK","Iceland Krona","0","Units",,,9544000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","ISK","Iceland Krona","0","Units",,,10618000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","ISK","Iceland Krona","0","Units",,,14811000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","ISK","Iceland Krona","0","Units",,,12458000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","ISK","Iceland Krona","0","Units",,,11842000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","ISK","Iceland Krona","0","Units",,,18480000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","ISK","Iceland Krona","0","Units",,,16359000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","ISK","Iceland Krona","0","Units",,,31082000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","ISK","Iceland Krona","0","Units",,,20860000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","ISK","Iceland Krona","0","Units",,,12867000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","ISK","Iceland Krona","0","Units",,,6251000000,"B","Break"
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","ISK","Iceland Krona","0","Units",,,6101000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","ISK","Iceland Krona","0","Units",,,6789000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","ISK","Iceland Krona","0","Units",,,7014000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","ISK","Iceland Krona","0","Units",,,9864000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","ISK","Iceland Krona","0","Units",,,9989000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","ISK","Iceland Krona","0","Units",,,10969000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","ISK","Iceland Krona","0","Units",,,12752500000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","ISK","Iceland Krona","0","Units",,,12585400000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","ISK","Iceland Krona","0","Units",,,16575000000,,
"ISL","Iceland","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","ISK","Iceland Krona","0","Units",,,15673000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","INR","Indian Rupee","0","Units",,,105363000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","INR","Indian Rupee","0","Units",,,178568000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","INR","Indian Rupee","0","Units",,,229489000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","INR","Indian Rupee","0","Units",,,248150000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","INR","Indian Rupee","0","Units",,,300360000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","INR","Indian Rupee","0","Units",,,323280000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","INR","Indian Rupee","0","Units",,,385150000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","INR","Indian Rupee","0","Units",,,364500000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","INR","Indian Rupee","0","Units",,,426420000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","INR","Indian Rupee","0","Units",,,659270000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","INR","Indian Rupee","0","Units",,,705910000000,,
"IND","India","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","INR","Indian Rupee","0","Units",,,974240000000,,
